,sessionId,timestamp,date,group,day,level,PlayerX,PlayerY
171,02xo3fys2fujm3wbq0o6,2022-01-11 17:30:21.430,2022-11-01 10:30:21.000,2,1,1.0,2894.0,3240.0
172,02xo3fys2fujm3wbq0o6,2022-01-11 17:30:21.593,2022-11-01 10:30:21.000,2,1,1.0,2923.0,3240.0
173,bi8cxhvcegg1u674okks,2022-01-11 17:30:27.116,2022-11-01 19:30:27.000,4,1,3.0,2515.0,2039.0
174,fgi29id0arkre1onvw7h,2022-01-11 17:30:28.409,2022-11-01 17:30:28.000,2,1,1.0,0.0,0.0
175,oo6gl4gdnq92rc3k527t,2022-01-11 17:30:31.929,2022-11-01 17:30:31.000,2,1,1.0,715.0,820.0
176,fgi29id0arkre1onvw7h,2022-01-11 17:30:32.218,2022-11-01 17:30:32.000,2,1,3.0,0.0,0.0
177,02xo3fys2fujm3wbq0o6,2022-01-11 17:30:32.210,2022-11-01 10:30:32.000,2,1,1.0,2860.0,2399.0
178,02xo3fys2fujm3wbq0o6,2022-01-11 17:30:32.509,2022-11-01 10:30:32.000,2,1,1.0,2798.0,2399.0
179,02xo3fys2fujm3wbq0o6,2022-01-11 17:30:32.677,2022-11-01 10:30:32.000,2,1,1.0,2764.0,2399.0
180,02xo3fys2fujm3wbq0o6,2022-01-11 17:30:32.809,2022-11-01 10:30:32.000,2,1,1.0,2740.0,2399.0
181,02xo3fys2fujm3wbq0o6,2022-01-11 17:30:32.948,2022-11-01 10:30:32.000,2,1,1.0,2712.0,2399.0
182,02xo3fys2fujm3wbq0o6,2022-01-11 17:30:33.098,2022-11-01 10:30:33.000,2,1,1.0,2683.0,2399.0
183,oo6gl4gdnq92rc3k527t,2022-01-11 17:30:35.881,2022-11-01 17:30:35.000,2,1,3.0,1003.0,983.0
184,bi8cxhvcegg1u674okks,2022-01-11 17:30:37.620,2022-11-01 19:30:37.000,4,1,3.0,3398.0,2702.0
185,1byafaand8oe3mbb7ttc,2022-01-11 17:30:52.199,2022-11-01 18:30:52.000,2,2,3.0,1046.0,388.0
186,oo6gl4gdnq92rc3k527t,2022-01-11 17:30:53.179,2022-11-01 17:30:53.000,2,1,3.0,2750.0,595.0
187,kd4128e5bbaj58seahq4,2022-01-11 17:31:00.290,2022-11-01 14:31:00.000,1,1,1.0,787.0,1372.0
188,kd4128e5bbaj58seahq4,2022-01-11 17:31:04.649,2022-11-01 14:31:04.000,1,1,1.0,1502.0,1507.0
189,kd4128e5bbaj58seahq4,2022-01-11 17:31:04.906,2022-11-01 14:31:04.000,1,1,1.0,1550.0,1507.0
190,kd4128e5bbaj58seahq4,2022-01-11 17:31:05.117,2022-11-01 14:31:05.000,1,1,1.0,1603.0,1507.0
191,kd4128e5bbaj58seahq4,2022-01-11 17:31:05.415,2022-11-01 14:31:05.000,1,1,1.0,1675.0,1507.0
192,oo6gl4gdnq92rc3k527t,2022-01-11 17:31:07.762,2022-11-01 17:31:07.000,2,1,4.0,3412.0,1531.0
193,kd4128e5bbaj58seahq4,2022-01-11 17:31:11.912,2022-11-01 14:31:11.000,1,1,1.0,1703.0,1958.0
194,kd4128e5bbaj58seahq4,2022-01-11 17:31:12.899,2022-11-01 14:31:12.000,1,1,1.0,1531.0,1958.0
195,kd4128e5bbaj58seahq4,2022-01-11 17:31:13.074,2022-11-01 14:31:13.000,1,1,1.0,1502.0,1958.0
196,kd4128e5bbaj58seahq4,2022-01-11 17:31:13.255,2022-11-01 14:31:13.000,1,1,1.0,1473.0,1958.0
197,kd4128e5bbaj58seahq4,2022-01-11 17:31:13.560,2022-11-01 14:31:13.000,1,1,1.0,1454.0,1905.0
198,1byafaand8oe3mbb7ttc,2022-01-11 17:31:15.283,2022-11-01 18:31:15.000,2,2,2.0,1478.0,671.0
199,kd4128e5bbaj58seahq4,2022-01-11 17:31:13.927,2022-11-01 14:31:13.000,1,1,1.0,1454.0,1828.0
200,yctrn8w6eimsjvqbftb4,2022-01-11 17:31:18.037,2022-11-01 17:31:18.000,4,1,1.0,916.0,614.0
201,4dupc35dkizwgzg71pxl,2022-01-11 17:31:16.538,2022-11-01 18:31:16.000,1,1,1.0,1300.0,1718.0
202,yctrn8w6eimsjvqbftb4,2022-01-11 17:31:18.945,2022-11-01 17:31:18.000,4,1,1.0,916.0,614.0
203,yctrn8w6eimsjvqbftb4,2022-01-11 17:31:19.428,2022-11-01 17:31:19.000,4,1,1.0,916.0,614.0
204,4dupc35dkizwgzg71pxl,2022-01-11 17:31:19.161,2022-11-01 18:31:19.000,1,1,4.0,1487.0,1910.0
205,1byafaand8oe3mbb7ttc,2022-01-11 17:31:22.671,2022-11-01 18:31:22.000,2,2,2.0,1588.0,1070.0
